Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3)
4.902,2.26,1.768,7.152,10.2534344350069
4.9865,1.9375,1.7565,7.087,8.88635858831008
4.96066666666667,1.92033333333333,1.76033333333333,6.802,8.78121236774729
5.00466666666667,1.89633333333333,1.784,7.11033333333333,8.86532442139165
4.93766666666667,2.214,1.77066666666667,7.22066666666667,10.1272119561182
5.04266666666667,1.93233333333333,1.77066666666667,7.07533333333333,9.03392368720309
4.8965,1.9285,1.7985,7.052,8.89231823722143
5.33966666666667,1.89333333333333,1.76466666666667,7.02566666666667,9.3427674308502
4.95633333333333,1.912,1.75566666666667,7.03866666666667,8.71163289620716
5.212,1.91533333333333,1.745,7.15133333333333,9.12114844027341
