Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3)
6.149,2.742,2.6525,12.8725,23.4163396395307
6.32266666666667,2.674,2.60666666666667,13.0223333333333,23.0754567993637
6.143,2.77533333333333,2.67033333333333,13.0773333333333,23.8472441379041
6.20533333333333,2.74466666666667,2.66766666666667,13.1703333333333,23.7936444871777
6.23566666666667,2.784,2.765,13.2413333333333,25.1333290137225
6.20566666666667,2.765,2.63933333333333,13.1653333333333,23.7124409292623
6.203,2.742,2.6625,12.993,23.7107315326744
6.131,2.74966666666667,2.64566666666667,12.8976666666667,23.3529001956329
6.09933333333333,2.769,2.64633333333333,12.7826666666667,23.4043195355047
6.07933333333333,2.72666666666667,2.65233333333333,12.7703333333333,23.0190716431191
6.23,2.7415,2.6275,12.9875,23.4955751050149
6.26633333333333,2.68166666666667,2.62433333333333,13.0406666666667,23.0899654187955
6.29266666666667,2.69166666666667,2.62566666666667,13.1196666666667,23.2855971818198
6.35066666666667,2.687,2.65233333333333,13.349,23.6972641993637
6.32566666666667,2.683,2.62133333333333,13.202,23.2938955748959
6.26166666666667,2.674,2.62066666666667,13.065,22.9752321296097
6.18966666666667,2.75733333333333,2.648,13.1913333333333,23.6615070101359
6.27566666666667,2.75566666666667,2.73466666666667,13.1773333333333,24.7635825405959
