Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3)
6.47066666666667,3.15,2.97766666666667,15.3,31.7786869464663
6.391,3.344,2.973,15.245,33.2677691273016
6.479,3.167,2.95233333333333,15.578,31.7186016984907
6.48566666666667,3.20733333333333,2.945,15.85,32.0758126608675
6.46066666666667,3.32466666666667,2.94266666666667,15.7576666666667,33.0951688831991
6.472,3.42833333333333,2.96033333333333,15.4843333333333,34.3911099839402
6.42066666666667,3.15733333333333,2.95366666666667,15.188,31.3527069809711
6.4015,3.1675,2.977,15.2305,31.6069674291892
6.443,3.78233333333333,2.946,15.5426666666667,37.606003878314
6.43566666666667,3.24566666666667,2.94,15.727,32.1552017313829
6.44333333333333,3.336,2.941,15.6113333333333,33.100060980355
6.412,3.16933333333333,2.94333333333333,15.3756666666667,31.320638852819
6.448,3.2115,2.973,15.2945,32.2348155294456
6.4015,3.1605,2.957,15.219,31.3253953546472
