Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3)
6.794,3.573,3.014,18.0273333333333,38.3085797930166
6.75175,3.5115,3.0195,17.754,37.487317289349
6.792,3.505,3.037,17.5596666666667,37.8559864456466
6.71866666666667,3.52466666666667,3.02666666666667,17.4966666666667,37.5274818933051
6.817,3.524,2.99933333333333,17.767,37.7277981060792
6.745,3.535,2.98366666666667,17.9423333333333,37.2509258550653
6.79433333333333,3.53166666666667,3.00666666666667,18.041,37.7770852250258
6.761,3.5065,3.01375,17.78925,37.4121122268799
6.82566666666667,3.51333333333333,3.03066666666667,17.5686666666667,38.0521181393856
6.75466666666667,3.50966666666667,3.02866666666667,17.5136666666667,37.5938069411934
6.70166666666667,3.68233333333333,3.01166666666667,17.833,38.914514718853
6.79033333333333,3.56533333333333,2.98366666666667,18.083,37.8233046115584
6.76375,3.63875,2.992,17.9025,38.562873065031
6.805,3.57433333333333,3.03233333333333,17.92,38.6188947942453
