Length(mm),Width(mm),Depth(mm),Area(mm^2),Volume(mm^3)
6.11666666666667,2.66466666666667,2.64166666666667,12.358,22.5451812860851
6.08766666666667,2.65533333333333,2.64466666666667,12.2513333333333,22.3840438606331
6.0515,2.679,2.646,12.2665,22.4614815656038
6.21033333333333,2.76333333333333,2.62633333333333,12.3236666666667,23.5980478654851
6.0475,2.657,2.632,12.2095,22.1433528442582
6.068,2.639,2.635,12.2555,22.0936335865884
6.102,2.686,2.61266666666667,12.274,22.4244647307161
6.145,2.715,2.6215,12.4535,22.9006569718701
6.2535,2.6985,2.607,12.269,23.0458641355688
6.372,2.6565,2.653,12.302,23.5150352765926
6.108,2.626,2.6225,12.261,22.0248634223026
6.12733333333333,2.70066666666667,2.63133333333333,12.269,22.7958932252903
6.054,2.6405,2.6085,12.084,21.8350134984087
6.118,2.67866666666667,2.65233333333333,12.3953333333333,22.7610577137227
6.072,2.654,2.645,12.3895,22.3186060168362
